"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"	"category"
"Data Scientist - Digital Banking"	"£40k - £45k per annum"	"Central London"	"Permanent"	"Data Scientist - Digital Banking"	"Central London - £40k - £45k per annum"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Data Scientist Digital Banking Client Permanent  Central London  £40,000 - £50,000 per annum (plus bonus and benefits) A fantastic opportunity has arisen to work for a leader in new age Digital Banking. You will be working for a company in the forefront of challenging out of date banking processes and operations. This role is to be a fully-fledged member of the Data Sciences team and be passionate about Mathematics and Statistical analysis. Working on machine learning based projects to optimise the businesses insight in to data. This will be used as part of the business strategy to drive growth profit. Essential Skills Expert in statistical analysis techniques being used to solve problems using coding methodologies  Expert coding skills in R/SQL/Python/SAS Problem Solving Mind Set Experience in Root Cause Analysis Very strong analytical skills. Can demonstrate problem solving skills using insight from the data Data manipulation - metadata Experience of large data sets Advanced statistical analysis: - Clustering - Regression - SVM - Random Forests If you feel you have the required skills and experience to fulfil this role then please apply with a most updated version of your CV and I will be in contact to discuss further. By applying for this role, or any other role advertised by Devonshire Hayes you are consenting to your personal information to be registered on our CRM. Please go to our website to view our privacy for more information."	"Central London, UK"	"IT"	"ASAP"	"£40k - £45k per annum"	"Devonshire Hayes"	"Charlie Kelleher"	"JSDH-770-DS"	"27/11/2018 07:03:13"	"http://www.jobserve.com/GjBQ2"	NA	NA	NA
"Data Scientist/Python"	"£55k-£75k +"	"Central London"	"Permanent"	"Data Scientist/Python"	"Central London - £55k-£75k +"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Data Scientist/Python One of our clients, who are based in Central London are looking for a Data Scientist to join their team. You will be highly educated with an undergraduate degree or MSc from stem background with 3-5 years of working experience.  Skill set:- - Python development/prototyping including: pandas, numpy, sklearn, autoencoders, Django, big data (Spark, elasticsearch)- Machine learning, NLP Main Duties:- - Work with head of AI, CTO, data science team and clients to develop cutting edge machine learning models (both unsupervised and supervised models)- Work with leading Universities to develop academic research programmes aimed at developing new methodologies and algorithms in the topics of anomaly detection, natural language processing and risk identification using neural networks- Collaborate with clients to help them improve efficiencies in their compliance processes, reduce false positives and false negatives in their risk identification processes by analysing their data and highlighting risks from automated analysis- Build prototypes aimed at ingesting clients' data and running machine learning models Other skills:- - You will be a self-starter- Ability to learn quickly different topics- Ability to produce prototypes aimed at proving/disproving business hypotheses- Ability to present findings back to client/senior audience Please e-mail your CV to Hayley ASAP In the first instance."	"Central London, UK"	"IT"	"ASAP"	"£55k-£75k +"	"Incisive Ltd"	"Hayley Silverstein "	"JS"	"27/11/2018 10:38:44"	"http://www.jobserve.com/Ge8uV"	NA	NA	"Graduate"
"Data Scientist"	"£30k - £50k per annum + benefits"	"Warwickshire"	"Permanent"	"Data Scientist"	"Warwickshire - £30k - £50k per annum + benefits"	"Permanent"	"Posted: Monday, 26 November 2018"	""	"Data Scientist/Data Insight/Data Sets/eCommerce/Retail/Data Inputs/Data Processes/Data Outputs/Quantitative Data/Customer Insight/Big Data/Modelling Techniques/Data Quality/Data Quality Issues/Stakeholder Engagement/Python/R/SQL/Hadoop/Spark/Hive/Cloud Databases/Tableau/MS Power BI/QlikView/Amazon Quicksight/New Business Function Data Scientist One of our top eCommerce west midlands based clients is seeking a data scientist to join their expanding team. You will be responsible with uncovering opportunities within large data sets, focussing on customer interaction. You will play an active role with leading the direction of the business data inputs, processes and outputs. This is a team/role within its infancy stage and so experience working within a data scientist role is essential. You will play an integral role of setting up the new business function and establishing technologies the organisation will use moving forward. Data Scientist duties will include, but not limited to: *Turning large sets of quantitative data into customer insight and commercial opportunities *Applying big data analytical techniques across unrelated datasets *Create dynamic and engaging end user reports *Enhancing the customer marketing strategy by analysing a complete view of the customer *Delivering modelling techniques to data sets that connect to the commercial and marketing channels *Liaising with stakeholders across the business As the Data Scientist you will be required to possess: *Previous experience working within an eCommerce/retail environment *A wide range of experience with modelling techniques - ie supervised/unsupervised/machine learning etc.*Degree within statistics/mathematics or a similar scientific field *Extensive knowledge of Python or R and SQL*Experience with translating insights into actionable advice*Knowledge of big data technologies - ie Hadoop/Spark/Hive*Stakeholder engagement, at a senior/executive level *Experience using presentation layers (Tableau/MS Power BIO/QlikView/Amazon Quicksight) is preferred, but not essential.With a salary on offer of up to £50K, this is a fantastic opportunity to work within a global business, where you can take ownership of data insight, and shape the data direction of the business. To be considered for this opportunity, apply today. Or contact Vicci for more information (see below) Spring acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explains how we will use your information "	"Warwickshire, UK"	"IT"	"ASAP"	"£30k - £50k per annum + benefits"	"Spring Technology"	"Victoria Hanke "	"JS-407423-A"	"26/11/2018 20:12:31"	"http://www.jobserve.com/GkAD3"	NA	NA	NA
"Data Scientist - Central London - £40,000 - £80,000 - Python, R, Machine learning"	"£40k-£80k + Benefits"	"London"	"Permanent"	"Data Scientist - Central London - £40,000 - £80,000 - Python, R, Machine learning"	"London - £40k-£80k + Benefits"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Data Scientist - Central London - £40,000 - £80,000 - Python, R, Machine learningLynx Recruitment is working with an International business who are on the look out for a number of Data Scientists to join their business in Central London. You will be working on a number of exciting projects that will require someone who is technically fascinated in this space, meaning you have worked with a number of programming languages and Machine learning tools. Skills: - Programming experience within one of the following - R, Python, Scala, Java, C or C++- Analytical and statistics experience - Machine Learning tools Desirable:- Banking domain exposure - If you have worked as a consultant or senior part of a team then this will be beneficial"	"London, UK"	"IT"	"ASAP"	"£40k-£80k + Benefits"	"Lynx Recruitment Ltd"	"Bradley Parker"	"JS"	"28/11/2018 17:59:25"	"http://www.jobserve.com/GdfVH"	NA	NA	NA
"Data Scientist/SC Cleared/Security Cleared Data Scientist"	"£550 - £650 per Day"	"London"	"Contract"	"Data Scientist/SC Cleared/Security Cleared Data Scientist"	"London - £550 - £650 per Day"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Data Scientist/SC Cleared/Security Cleared Data Scientist. Superb London based client are looking for an SC Cleared Data Scientist to join them on this potentially long-term project.This role will see you taking responsibility for the monitoring and management of assets and providing predictive models to support the management. Full details on request. "	"London, UK"	"IT"	NA	"£550 - £650 per Day"	"Sentinel IT LLP"	"Stuart Parker "	"JS-BB/SP/DC-SC22533D"	"29/11/2018 15:43:48"	"http://www.jobserve.com/GkjQI"	NA	"3-6 months"	NA
"Data Scientist (R/Python)"	"£50k - 60k per year + benefits"	"Bradford, West Yorkshire, England"	"Permanent"	"Data Scientist (R/Python)"	"Bradford, West Yorkshire, England - £50k - 60k per year + benefits"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Data Scientist (R/Python), Bradford, Up to £60,000 Data Scientist (R/Python) sought for a leading retail company based in Bradford. This is a company who offer a great deal of success and a strong reputation and are currently growing and expanding their UK data offering within the team.The Data Scientist (R/Python) will be joining at an incremental time as the data division are investing a lot into using Data to predict customer behaviours for their retail partners. The Data Scientist (R/Python) will be hands-on but get to work closely with C-Level leadership in order to be an asset to the business in terms of their analytical knowledgeThe Data Scientist (R/Python) will receive up to £60,000 (DOE) as well as 26 days holiday, pension, free parking on site, healthcare and many other benefits.Essential skills for the Data Scientist (R/Python):- Data Analyst/Data Scientist Role, ideally someone with a statistical/mathematical background- Skills involved: SQL, Python, R- An opportunity for someone to shape the current role and huge opportunities for this one to work their way up to a team lead role in a short space of time- Working with a function who are investing a lot into the latest data analytics models and data strategies required to predict future behaviours- Strong personality and communication skills - will be confident working with high-level leadership- Has a desire to learn and progress with professional careerIf you are interested in this Data Scientist (R/Python) role, please apply within or ring. Venturi is a staffing business dedicated to you, differentiating ourselves in the marketplace by quality of service and candidate delivery. Our highly skilled and experienced staff operate within dedicated markets to give you the best service possible. Venturi markets include Business Intelligence, Development IT & Legal IT. Venturi operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role.  "	"Bradford, West Yorkshire, England, UK"	"IT"	"ASAP"	"£50k - 60k per year + benefits"	"Venturi Limited"	"Isabella Shore "	"JS45802"	"27/11/2018 10:08:52"	"http://www.jobserve.com/GkNMl"	NA	NA	NA
"Data Scientist - SC Cleared/Contract/London"	"Up to £600 per Day"	"London"	"Contract"	"Data Scientist - SC Cleared/Contract/London"	"London - Up to £600 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Data Scientist - SC Cleared/Contract/London My client based in London are looking for an experienced Data Scientist to assist with the monitoring and management of assets and providing predictive models to support the management.Location; LondonRate: £600 per day Duration: 3 months Please contact Keiran Baldwin for more information - (see below)"	"London, UK"	"IT"	"ASAP"	"Up to £600 per Day"	"Sentinel IT LLP"	"Keiran Baldwin "	"JS-11281801"	"28/11/2018 11:49:44"	"http://www.jobserve.com/GkXgz"	NA	"3 months"	NA
"Data Scientist - Robotics/Automation/Driving -12 month contract"	"£550 - £600 per day"	"London"	"Contract"	"Data Scientist - Robotics/Automation/Driving -12 month contract"	"London - £550 - £600 per day"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Data Scientist - Robotics/AI/Deep Learning/Automation/Autonomous Driving - London - 12 month contract - up to 600p/dMy leading client are working on a cutting edge greenfield autonomous driving project and they are keen to grow the Data science team.This is a great opportunity to be part of a Tech centred environment whilst working on an exciting projects!Experience:Experience with AI/Machine LearningUnderstanding of Robotics/Autonomous Driving/Automation Data optimisationData enthusiastData optimisation modelsknowledge of Big Data technologiesDesirable:*Python*DockerData Scientist - Robotics/AI/Deep Learning/Automation/Autonomous Driving - London - 12 month contract - up to 600p/d"	"London, UK"	"IT"	NA	"£550 - £600 per day"	"Gravitas Recruitment Group Ltd"	"Tim Bunn "	"JS-BBBH54853"	"29/11/2018 17:11:42"	"http://www.jobserve.com/Gkjyj"	NA	"12"	NA
"Data Scientist/SC Cleared/Security Cleared Data Scientist"	"£550 - £650 per Day"	"London"	"Contract"	"Data Scientist/SC Cleared/Security Cleared Data Scientist"	"London - £550 - £650 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Data Scientist/SC Cleared/Security Cleared Data Scientist. Superb London based client are looking for an SC Cleared Data Scientist to join them on this potentially long-term project.This role will see you taking responsibility for the monitoring and management of assets and providing predictive models to support the management. Full details on request. "	"London, UK"	"IT"	NA	"£550 - £650 per Day"	"Sentinel IT LLP"	"Stuart Parker "	"JS-BB/SP/DC-SC22533CC"	"28/11/2018 09:18:37"	"http://www.jobserve.com/GkWBe"	NA	"3-6 months"	NA
"Data Scientist"	"£600 - £700 per Day"	"City of London"	"Contract"	"Data Scientist"	"City of London - £600 - £700 per Day"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Data Scientist - PythonContract Length: 6 monthsLocation: LondonRate: £600-£700We are looking for a very experienced Data Scientist, with extrensive Python experience working within the financial services. You will be a key part, to a small team, working in an agile environment.Requirements:- 5+ years Python experience- Python Standard Library - exceptions, logging, arguments, iterators, generators, etc- Familiar with packages such as Numpy/pandas- Translate complex functional and technical requirements into detailed design- Ideally Investment Bank/Financial Market Expertise- Knowledge of TeamCity/Jenkin- Experience using PySparkPlease send your CV."	"City of London, UK"	"IT"	"ASAP"	"£600 - £700 per Day"	"Jefferson Frank International"	"Patrick Robinson "	"JS-29112018"	"29/11/2018 19:13:19"	"http://www.jobserve.com/GkkIE"	NA	NA	NA
"Data Scientist - Statistics, Probability, Algebra, Python-Media"	"£550 - £600 per Day"	"City of London"	"Contract"	"Data Scientist - Statistics, Probability, Algebra, Python-Media"	"City of London - £550 - £600 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Data Scientist - Statistics, Probability, Algebra, Python - Media FirmA leading media firm are developing analytical solutions to their business concepts and have a fantastic opportunity for a Data Scientist to play a key role in strategic design and development approach to the analytical approach.As a Data Scientist you will work extensively with Python and pySpark, being responsible for statistical modelling, optimisation and/or machine learning/deep learning algorithmic development, to create data-driven, end-to-end solutions for marketers.You will require a strong rounding in genetic algorithms, linear algebra, probability theory and statistical models.You should apply for this role if you are/have:3+ years professional experience in quantitative data analysis/scienceStrong probability, statistics and linear algebra experienceExpert Python development skills including PySparkStatistical modelling skills (and ideal predictive analytics)Knowledge of optimisation and machine learningStrong understanding of Big Data environmentsCloudera, Hadoop, Hortonworks, AWS EMR, Map/Reduce, HivePerformance optimisation and scalability skillsRelational and non-relational data bases knowledgeMasters degree Minimum in a quantitative, technical or statistical subject£550-£600/day based London initial 12 month contract."	"City of London, UK"	"IT"	NA	"£550 - £600 per Day"	"Alexander Ash Consulting Ltd"	"Toby Rees"	"JS-AA/TR/3134/DSPM"	"28/11/2018 11:10:18"	"http://www.jobserve.com/GkXJS"	NA	NA	NA
