"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"	"category"
"Junior/Graduate Data Scientist"	"£30k - £40k per annum"	"Southampton, Hampshire"	"Permanent"	"Junior/Graduate Data Scientist"	"Southampton, Hampshire - £30k - £40k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Junior/Graduate Data Scientist required by a niche technology company located in Southampton. Due to continued success and expansion the company is looking to hire a Junior/Graduate Data Scientist to its existing, highly skilled team made of Software Engineers and Data Scientists.The successful Junior/Graduate Data Scientist is likely to have a relevant academic background (ideally masters or PhD) in Computer Science, Maths, Physics or similar as well as knowledge in one of more of the following areas;- Data analysis- Mathematical modelling- MATLAB- R- C++- Python- Java- Cloud technologiesThis is an opportunity to join a high-tech, forward thinking company offering the chance to work on complex, challenging role. If you are looking for a role of this nature please contact (see below) or call"	"Southampton, Hampshire, UK"	"IT"	NA	"£30k - £40k per annum"	"Spectrum IT Recruitment (South) Ltd"	"Ryan Oatley "	"JS-RO - VR/08315"	"03/12/2018 16:44:50"	"http://www.jobserve.com/GlRkM"	NA	NA	"Graduate"
"Big Data Scientist"	"Market related"	"London"	"Contract"	"Big Data Scientist"	"London - Market related"	"Contract"	"Posted: Monday, 3 December 2018"	"Viewed: 8 hours ago"	"Currently Templeton & Partners is looking for an Experienced Big Data Scientist to join one of our international clients for a position in London, UK of 6 months with option of extension.The Task Templeton & Partners is looking for a strong communicative Big Data Scientist. In this role as you will design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutions. You will closely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions. Some of your key activities will include:Provide guidance and leadership to non-Senior Data Scientists in your workstream.Actively share Data Science knowledge within Technology and Data network.Present Data Science capabilities in client-facing situations, at conferences and in workshops.Our client is looking for you to have experience and skills in:Expert knowledge of Python programming, including Spark.Solid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive).Expert knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano).Database handling, in particular SQL, NoSQL.Experience with these skills are preferred:Knowledge of optimization and/or machine learning algorithms and/or deep learning algorithms.Why Should You Apply?Becoming part of a highly motivated team.Being part of a large multinational company.Being able to improve your technological skills hands on.We very much look forward to receiving your application, and will be in touch promptly to discuss in more detail."	"London, UK"	"IT"	NA	"Market related"	"Templeton and Partners"	"Loet Grubben"	"JSL19"	"03/12/2018 16:05:31"	"http://www.jobserve.com/GlRCm"	NA	NA	NA
"Senior Marketing Data Scientist - 12 month FTC"	""	"London"	"Contract/Permanent"	"Senior Marketing Data Scientist - 12 month FTC"	"London"	"Contract/Permanent"	"Posted: Thursday, 29 November 2018"	""	"Why is our Senior Marketing Data Scientist position the next step for you?This is an exciting role working on a high profile strategic initiative within Worldpay UK.We've invested heavily in leading-edge data capabilities and we're looking for a senior data scientist with a consumer insights background to join a small, entrepreneurial team looking to exploit this technology by commercialising our payments data.How will you add value on a day-to-day basis?You'll report into the head of our new consumer insights proposition and play a pivotal role in shaping the success of this service by leading the analytical development of new, data-driven marketing products for our corporate customers - which include many of the UK's largest retail and hospitality businesses.To help steer this analytical development, you'll liaise directly with corporate customers, in conjunction with the head of the proposition and our corporate sales team, to help gather their requirements, deliver pilot analysis and test product prototypes.As a senior member of the team, you'll also work alongside the head of the proposition to help co-ordinate workstream activities for two other, more Junior Analysts within the team and help foster a team environment that encourages best practice sharing for coding, analytics and modelling.What will make you the ideal candidate?You'll need to be passionate about consumer data and relish the opportunity to turn a rich transactional dataset into compelling new insight.We are looking for at least 5 years' data science experience at a marketing or consumer insights agency, or a consumer-facing organisation. Strong analytical skills are critical to this role so you'll be highly numerate, with a degree or relevant higher qualification in a quantitative subject. You'll also bring excellent SQL and statistical analysis skills, with hands-on experience of using R to apply statistical techniques such as k-means clustering, principal components analysis, CHAID and multivariate regressions.Strong communication and influencing skills are also core to this role as you'll be expected to deliver insights to customers and engage with a variety of senior business stakeholders across our corporate sales and marketing teams.How is Worldpay changing the world?We are leaders in modern money. Each and every time you use your debit card or credit card to pay for something, whether online or face-to-face, there's a good chance it happened because of us. On an annual basis our innovations, systems and technology enable billions of money transactions globally. Working with customers large and small, we help them to take your payments quickly, safely and reliably, allowing them to grow their businesses and making your life more convenient in the process. As a leader in global Fin-Tech and the largest London IPO since 2011, this is a great time to join us in building for the next phase of the Worldpay journey."	"London, UK"	"IT, Sales and Marketing"	NA	NA	"Worldpay"	"Worldpay"	"JS3583_A0K5800000G0REEEAF/587223491"	"29/11/2018 18:09:27"	"http://www.jobserve.com/GjjUW"	NA	NA	NA
"ML Engineer/Data Scientist"	"£55k - 65k per year + Benefits"	"London, Greater London, England"	"Permanent"	"ML Engineer/Data Scientist"	"London, Greater London, England - £55k - 65k per year + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Machine Learning Engineer (Data engineering/Data Science)ML Engineer/Data Scientist is required for a tech-driven company in a stunning London location. This is a diverse opportunity for a data scientist/machine learning engineer to join a fantastic company, who are global leaders in their industry. You'll be working on an exciting data-centric product and have exposure to the entire lifecycle of the product.What's in it for you as the ML Engineer/Data Scientist:The ML Engineer/Data Scientist will have a competitive salary of up to £65,000Being part of an award winning, tech driven companyGym membershipGenerous holidays, plus your birthdayHealthcare and eyecare benefitsBeing part of a data - driven and dynamic teamWorking with a modern tech stackNew stylish office locationWhat you'll be doing in this ML Engineer/Data Scientist:You will be applying NLP and other machine learning techniques to large amounts of data and performing analysisYou will be required to be consultative, and explain complex ideas to non-technical audiencesYou will be focused on production (not only researching)You'll be implementing prototypes and working in a Big Data environmentEssential skills of the ML Engineer/Data Scientist:2 years of commercial experienceExposure to NLPGood experience with machine learning and Data ScienceGreat programming skills in Python, R, Java or ScalaVery good communicative skillsAbility to work well in a close-knit teamPractical Knowledge of SQL/Nosql databasesRelevant Bachelor's degree in ML, Computer Science, Mathematics, statistics etcBeneficial skills of the ML Engineer/Data ScientistExperience with deep learning, text mining or neural netsExposure to technologies such as tensorflow, decision trees, sparkMasters or PHD in relevant subjectAs you can see this is a well-rounded and diverse opportunity to improve skills in all areas and join an innovative data-driven company. To apply for this position please send a recent CV to: (see below) Keywords for search - Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, colour, sex (including  pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.  "	"London, Greater London, England, UK"	"IT"	"05/01/2019"	"£55k - 65k per year + Benefits"	"Venturi Limited"	"Georgia Bright"	"JS48749"	"03/12/2018 18:27:01"	"http://www.jobserve.com/GlSqq"	NA	NA	NA
"Data Engineer/Data Scientist"	"£50k - £60k per annum + Excellent Benefits"	"Cambridge"	"Permanent"	"Data Engineer/Data Scientist"	"Cambridge - £50k - £60k per annum + Excellent Benefits"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"We're working with an exciting and growing Science & Research company who are looking to recruit a Data Engineer/Data Scientist to join at an exciting time.You will be play a key role in the design, construction and maintenance of the data services used by the Insights and Analytics team and the role will involve the streamlining of existing data services as well as the sourcing and development of new ones. The role will also require working with structured, curated and unstructured data models and services.Day to day you'll be automating the provision of clean, structured and consistent data; automating the extraction of data from a variety of tools and platforms and recommending ways to improve data reliability and quality.We're looking for someone who has a passion for data and enabling a ground breaking scientific research team to make the most of out its huge volume of data. Any experience of Oracle would be great, but if not a solid knowledge of SQL Server and tableau would fine. You'll need to have demonstrable experience of developing data feeds, Datamodelling and data analytics and experience of ETL/Extract Transform and Load. Any experience or interest in Machine Learning or Artificial Intelligence would be a distinct advantage.This is a great opportunity for an individual who is looking to develop and exciting career within a growing company with ambitious vision to become the leading and most influential company within Scientific research.To apply for this role please send your CV ASAP"	"Cambridge, UK"	"IT"	"ASAP"	"£50k - £60k per annum + Excellent Benefits"	"Tria Recruitment"	"Liz Forsyth "	"JS-BBBH1401"	"29/11/2018 11:20:03"	"http://www.jobserve.com/GkhTn"	NA	NA	NA
"New Permanent Opportunity! Data Scientist! Immediate Start!"	"£40k - 43k per year + Benefits"	"London"	"Permanent"	"New Permanent Opportunity! Data Scientist! Immediate Start!"	"London - £40k - 43k per year + Benefits"	"Permanent"	"Posted: Friday, 30 November 2018"	"Viewed: 58 minutes ago"	"RSR Regulatory Services is a market leading recruitment business dedicated to supplying experienced practitioners on a temporary, contractual or permanent basis to the Law Enforcement, Cyber Security, Offender Management and Regulatory Services talent markets.RSR Regulatory Services are currently recruiting for a Data Scientist to join a well-established healthcare regulatory body to deliver data insights the drive operations and direct resources for the business.Role: Data ScientistContract Type: PermanentSalary Range: £40000/Annum - £43000/Annum + BenefitsMain duties and responsibilities Develop mechanisms for analysing, modelling and reporting relevant employer and healthcare settings risk data to provide intelligence to the organisation.Contribute to the development of the business' insight and intelligence capability by bringing knowledge and experience of data science.Manage stakeholders and partners (internal and external) and develop effective partnerships with external data science teams and academics to ensure that the NMC's data science capability is in line with others within the healthcare regulatory context. This includes sharing of data and information, ensuring all aspects are covered within GDPR and other relevant legislation.Apply (or develop if necessary) tools and pipelines to efficiently collect, clean, and prepare massive volumes of data for analysis.Acquire and use broad knowledge of innovative methods, algorithms, and tools from within Microsoft and from the scientific literature, and apply them to analysis of scalability and applicability to the formulated problem.Transform formulated problems into implementation plans by applying (and creating when necessary) the appropriate methods, algorithms, and tools, and statistically validating the results against biases and errors. This includes the interpretation of results and development of insights and providing the business with risks and limitations.Influence change by promoting the understanding and the development of regulatory intelligence and the concept of data science within the organisation, including senior colleagues and senior external stakeholders.Undertake complex research and analysis at strategic and operational levels, linking information and intelligence to identify patterns and trends and to identify risks and concerns for various teams through timely research of all necessary internal systems and external sources using open source intelligence.Enhance data collection procedures to include information that is relevant for building analytic systems.Select features, build and optimise classifiers using machine learning techniques.Validate, monitor, and drive continuous improvement to methods, and propose enhancements to data sources that improve usability and results.Person SpecificationQualified to degree level in a relevant discipline such as statistics or economics or relevant work experience. B.S. in Computer Science, Statistics, Operations Research or similar quantitative field.Experience with data visualisation tools, such as PowerBI, D3.js, GGplot, etc.Experience of applying statistical modelling, ML and data mining algorithms to real world problems.Experience handling varied and complex data sources to draw accurate and insightful conclusions.Good understanding and experience with distributed data/computing tools like Map/Reduce, Hadoop, Spark, Hive, etc.Practical understanding and experience of working with the principles of the National Intelligence Model (desirable).Solid working knowledge of advanced analytical software and databases (eg Microsoft Azure and SAS).Solid working knowledge in one or more Scripting/database querying languages like Hive, Pig or SQL.Excellent applied statistics skills, such as distributions, statistical testing, regression, etc.If you would like to be considered for this position and have the relevant experience, then please email your CV to dapo.adewunmi@rsg Alternatively, if this role is not for you but you do know somebody who would be interested please refer them. We have a referral bonus scheme and will pay £75, in retail vouchers of your choice, for referrals who are not already known to us.Due to the high volume of applications received, if you do not hear from us within 7 working days, I am afraid your application has been unsuccessful.RSR Regulatory Services is member of the Red Snapper Group.The Red Snapper Group acts as an employment agency (permanent) and as an employment business (temporary) - a free and confidential service to candidates.The Red Snapper Recruitment Group is an equal opportunities employer.Word cloud: data science, analytics, data scientist, data, statistics, programming, algorithms, intelligence "	"London, UK"	"IT"	NA	"£40k - 43k per year + Benefits"	"Red Snapper Recruitment"	"Dapo Adewunmi"	"JSDA - DS - LDN"	"30/11/2018 11:53:39"	"http://www.jobserve.com/Gkp6B"	NA	NA	NA
"Data scientist"	""	"Edinburgh"	"Contract"	"Data scientist"	"Edinburgh"	"Contract"	"Posted: Monday, 3 December 2018"	""	"DATA SCIENTISTS WANTEDLarge financial organisation looking for Data Scientists to work on an exciting large scale project. The successful applicant will have:Experience of using SQL (T-SQL & PL/SQL) to design database tablesSQL experience and using SQL as an ETL tool. Building API's Desirable skills - Python DevelopmentAmazon Web Services Financial Sector ExperienceTableau6 month initial contract with scope for extension within a top tier organisation.Please apply for more information on this exciting opportunity. Allegis Group Limited operates as an Employment Business and Employment Agency as set out in the Conduct of Employment Agencies and Employment Businesses Regulations 2003. It is a company within the Allegis group of companies, the fourth largest staffing group in the world, (collectively referred to as the \"Allegis Group\"). TEKsystems, Aston Carter and Aerotek are trading names of Allegis Group Limited. If you apply, your personal data will be processed as described in the Allegis Group Online Privacy Notice available on the website.. Please note when you give us your data, we will share it within Allegis Group and this involves the transfer of such data outside the European Economic Area, subject to the protections described in the Allegis Group Online Privacy Notice."	"Edinburgh, UK"	"Finance"	"ASAP"	NA	"TEKsystems"	"James Good "	"JS-AR2407896"	"03/12/2018 18:21:56"	"http://www.jobserve.com/GlSo0"	NA	"6 months"	NA
"Data Scientist - London"	"£60k - £85k"	"London, England"	"Permanent"	"Data Scientist - London"	"London, England - £60k - £85k"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Love to problem solve? Experienced in Machine Learning, Algorithms? Want to be involved in industry disruptive technologies. Be-ITs client is building Artificial Intelligence focussed on optimising large-scale project delivery. They are changing the consulting industry and need passionate and experienced people to join them. Our clients customer-facing teams provide consultancy support to a range of different clients on all aspects of data from Cradle through to grave. They work mainly, but not exclusively, in the Financial Services sector and their clients call on them to deliver the most challenging assignments going. Theyre proud of the outstanding work they deliver to their clients and aim to significantly exceed client expectations on each project they undertake. Data Science is a core part of their customer-facing work, with previous and current Data Science engagements including: Using Data Science to diagnose the reasons for under-performance in a client product portfolio, along with remediation actions required to address this shortfall; Developing novel applications of Data Science to help better understand the clients Customers, Markets, Products and Competitors; Developing Machine Learning algorithms and tools to help improve client data quality and data consistency; Using Machine Learning to improve the delivery of a large portfolio of client projects; Using Data Science to help detect fraud and ensure compliance with Anti Money Laundering obligations; Design, build, delivery and operation of Data Science innovation laboratories, including provision of interim specialist resources to help embed the new labs. For all their roles, it is essential for you to have a minimum of 3 years hands-on experience of undertaking Data Science in a commercial or applied RD environment and that you are comfortable working on client sites as part of an Embedded team. You must also have excellent client-handling skills, be a fluent communicator in written and spoken English and be able to work with a diverse range of client staff from recent graduates through to senior management. Their hands-on Data Scientists are highly skilled at deriving insight from large, complex, data sets using a range of different platforms and technologies. They work in languages such as R and Python and work with both structured and unstructured data sets. Normally, their Data Scientists work as part of a multi-disciplinary, agile, team that also includes Business Analysts, Data Engineers and Data Visualisation SMEs. Their strategic Data Science role holders must also be able to undertake hands-on Data Science investigations but, in addition, must have direct experience of designing, building and/or operating a Data Science service, such as a laboratory or similar team/capability. These roles often involve liaison with very senior client stakeholders and require exceptional strategy and technology foresight skills. You will normally have a minimum of 8-10 years experience in Data Science to be considered, although this is not an essential requirement of the post. It is, however, an essential requirement that you have previously worked on at least one Data Science capability definition/delivery project, as outlined above. Please note also that you must be willing to work up to 4 days per week on one or more of our clients sites as part of this role and we are not able to guarantee from the outset at which client site you will be based. We will, of course, do all we can to locate our staff in their preferred location(s), but you must be prepared to travel to, and work, in UK locations. Essential requirements 3 years hands-on Data Science experience in a commercial environment (for all customer-facing roles) Broad understanding and experience of ML and AI principles (key assumptions and benefits of ML and AI; algorithm types; experiment design; limitations of ML and AI etc) Confident ML software coding skills (preferably in Python, R and SQL) Demonstrable hands-on experience with ML libraries (such as scikitlearn and/or TensorFlow) Strong in statistical data analysis (eg for data visualisation, data insights and feature engineering) Passion for Data Science, actively seeking out opportunities for learning and development. Confident in working autonomously and as part of a multidisciplinary team Fluent communicator in both written and spoken English, with an engaging personality and a professional, yet approachable, style Excellent presentation and report-writing skills Strong client-handling skills, able to deal maturely with client requests and challenges A Masters degree in maths, physics, computer science or other highly numerate discipline from a leading university In-depth experience in one or more of the following areas: Machine Learning/Deep Learning Information retrieval Text mining Neural networks Bayesian models Graph theory Natural language processing (NLP) Recommendation engines If you are interested in finding out more about this position please apply online."	"London, England, UK"	"IT"	NA	"£60k - £85k"	"Be-IT Resourcing"	"Alastair Philp"	"JS"	"28/11/2018 12:33:41"	"http://www.jobserve.com/GkYQv"	NA	NA	NA
"Data Scientist"	""	"London"	"Contract"	"Data Scientist"	"London"	"Contract"	"Posted: Friday, 30 November 2018"	""	"Need Good Candidate on marketing side. Python, Pyspark with some exp in marketing Locations: London, UK Open for Nuremburg, Germany as wellMajor skill set required: Python, Pyspark with good experience in Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive Experience: At least 8-12 years of working experience. Educational Background: Masters or Phd. in Applied maths/stats "	"London, UK"	"IT"	NA	NA	"Infoplus Technologies UK Ltd"	"Ankit Sngh "	"JS"	"30/11/2018 12:05:36"	"http://www.jobserve.com/Gkp6q"	NA	"12 months"	NA
"Contract Opportunity - Data Scientist - London,UK"	""	"London"	"Contract"	"Contract Opportunity - Data Scientist - London,UK"	"London"	"Contract"	"Posted: Friday, 30 November 2018"	""	"Location: London, UK Contract Duration: 6 months Locations: London, UK and Nuremburg, GermanyMajor skill set required: Python, Pyspark with good experience in Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, HiveExperience: Altleast 8-12 years of working experience.Educational Background: Masters or Phd. in Applied maths/stats "	"London, UK"	"IT"	NA	NA	"Infoplus Technologies UK Ltd"	"Devi"	"JS"	"30/11/2018 14:25:06"	"http://www.jobserve.com/GkqHQ"	NA	NA	NA
"Data Science Manager"	""	"Maidstone"	"Permanent"	"Data Science Manager"	"Maidstone"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"This position is based within a fast growing credit management service provider based in Kent. The company is looking for an experienced Data Scientist or Credit Risk modeller to lead the Data Science team. The data science team is focused on understanding, measuring and predicting customer behaviour.SummaryThis opportunity is based within one of the largest and fastest growing credit management services providers in Europe. My client is searching for a Data Scientist/Credit Risk Modeller to lead their Data Science team. Key Responsibilities:Project based delivery of statistical and empirical analytics.Data warehouse interrogation, data collection, sample selection and preparation.Statistical model building to agreed objectives and deadlines.Become a subject matter expert.To be an owner in the business of making better predictions of payer behaviour and propensities to behave in each situation, through a better understanding in the drivers of consumer behaviour.Communicate well with our colleagues and listen to our customers.Explain the technical aspects of statistics to the team and wider as required.Clear project planning and management.Follow model development through to implementation and be prepared to automate models in the business, through SAS or other coding and quality checking.Critical assessment of Credit Bureau Data and other 3rd party data.Coach and mentor Junior Analysts.Work to further the understanding of consumer behaviour relating to the services provided by CCM.Work with other teams and departments to ensure modelling output is correctly deployed into the business.Key Requirements:Numerical degree or evidence of equivalent certification. Master's degree or PhD is preferred.Technical certification in interrogation software preferred (SAS, R, Python, SQL).Strong communication skills.Problem solving skills.Leadership skills.An interest in financial services.Two years + of managerial experience is preferred.If you would be interested in discussing this opportunity further, please get in touch.Phone/Email: (see below) "	"Maidstone, UK"	"IT"	NA	NA	"Robert Walters"	"Lucy Cova "	"JS-50322133/001"	"03/12/2018 15:48:52"	"http://www.jobserve.com/GlQyF"	NA	NA	NA
"Data Lead"	"£450 - £550 per day"	"Edinburgh"	"Contract"	"Data Lead"	"Edinburgh - £450 - £550 per day"	"Contract"	"Posted: Monday, 3 December 2018"	""	"The successful candidate will be coming in to lead and manage the development of a new AI and ML framework. They do not need to be a data scientist as such, but they do need to be from a data background and have a familiarity with relevant technologies (R, Python, chatbots). This area of the organisation is trying to implement an AI/ML framework as well as encourage best practices and process that can be used consistently across the wider company, rather than just the CoE.Aspects of the job are as follows:Managing pieces of work from a development perspective, estimation process, confirm design and development solutions, managing development team's capacity versus requirements, do costing, utilise skills in the team both on and off shore, drive documentation, guide developers activity and manage streams simultaneously.The right candidate will be from a development background (data), ideally with some form of exposure to data science, they will be able to lead change development across the full life cycle, manage teams off and on shore, be a strong stakeholder manager and be able to clearly articulate technical requirements to the business.It will be based in Edinbugrh but may also be able to offer 2 days per week WFH.If this sounds of interest, please do apply to this advert and more information may be shared.Please note you will receive an automated response advising you that we have received your CV.Hudson is part of Morgan Philips Group and is a leading provider of permanent recruitment, contract professionals and talent management solutions worldwide.We are committed to ensuring that all job applicants are treated equally, without discrimination because of gender, sexual orientation, marital or civil partner status, gender reassignment, race, colour, nationality, ethnic or national origin, religion or belief, disability or age."	"Edinburgh, UK"	"IT"	"January 2019"	"£450 - £550 per day"	"Hudson IT (Scotland)"	"Joel Dickie "	"JS-UK773570"	"03/12/2018 16:45:29"	"http://www.jobserve.com/GlRk8"	NA	"6 months +"	NA
"Senior Data Analyst/Scientist"	"Market related"	"London"	"Contract"	"Senior Data Analyst/Scientist"	"London - Market related"	"Contract"	"Posted: Tuesday, 27 November 2018"	""	"Senior Data Analyst/Scientist - Machine Learning - London - Urgent requirement - Immediate startMy client has opened up a fantastic new position for a Senior Data Analyst/Scientist to join their growing scientific development team.The Data Scientist will be working on a range of Machine Learning projects and be joining a team of technologists from a range of highly successfully academic and industry backgrounds.The role based in Central London is currently on the look-out for a Senior Data Analyst/Scientist to come on board for a 6 month contract. The type of Data background will include: Machine Learning Processes & Algorithms - random forests Python/Matlab or knowledge of similar Scripting languages. Experience working on image reconstruction/processingA PhD is highly preferable particularly in Physics, Mathematics or Computer ScienceStrong industry experience is essentialThe rate on offer is entirely flexible based on the candidate in question, with interviews taking place from Wednesday 7th November, and appointments being made shortly after. This is an urgent requirement so an immediate availability is preferableIf this could be of interest please apply here, or call."	"London, UK"	"IT"	NA	"Market related"	"X4 Group"	"Lydia Brand "	"JSDAS06112018"	"27/11/2018 14:23:04"	"http://www.jobserve.com/GkPma"	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"	NA	NA
"Data Science - London - £60k - £75k"	"£60k - 70k per annum"	"London"	"Permanent"	"Data Science - London - £60k - £75k"	"London - £60k - 70k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Data Science - London - £60k - £75k My client works with large food companies and specializes in managing the food processing.  This client is looking to set up a new Data Science hub within London, creating a brand new team.Data Scientist Role Requirements: Seriously passionate about solving data problems.  Entrepreneurial attitude/self-starter with the ability to spot data-backed variables influencing growth and forecast their evolution.  Strong attention to detail and organisation.  Outstanding communication skills in order to explain complex data problems in a non-technical way.  Commercial mindset and a good understanding of what data contributes to the overall business objectives both short and long-term.  Ability to work under pressure in a ludicrously fast-paced and scaling business.  Very strong SQL and BI software skills (ideally Mode or similar).  Advanced Excel skills including pivot tables, macros, charts, functions and VBA modelling.  BSc degree (or higher) in Engineering, Computer Science, Physics or any other highly quantitative field from a top-tier University.Nice-to-haves: Commercial understanding of marketplace mechanics and what this looks like from a data standpoint would be epic.  Engineering background in order to work end to end with data. -  Implementation of tracking to data-visualisation.  Experience working with cross-departmental data analytics (Product, Marketing, Customer Service and Growth)  Experience working with data mining/stat languages (Python) is preferred.  Experience working with performance marketing analytics tools (Facebook, Google Adwords/analytics etc…)  Knowledge of data visualisation tools such as Mode, Periscope, or Tableau.Skills Python, Data Analysis, SQL, Communication Skills, AnalyticsGet in touch with myself, Dominic at Opus if you would like to be considered for this role. Data Science - London - £60k - £75k "	"London, UK"	"IT, Science"	"2018-12-16"	"£60k - 70k per annum"	"Opus Recruitment Solutions Ltd"	"Dominic Fox "	"JSDATA SCIENCE - EAST LONDON"	"03/12/2018 18:24:06"	"http://www.jobserve.com/GlSpX"	NA	NA	NA
"Big Data Engineer - London - 70 to 80,000"	"£70k - £80k per annum + benefits"	"London"	"Permanent"	"Big Data Engineer - London - 70 to 80,000"	"London - £70k - £80k per annum + benefits"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"I'm currently partnering with an Investment Data Research company who are looking for a talented Big Data Engineer to join their growing team. Are you an experienced Big Data Engineer who's looking to join a company where they will be working closely with Data Scientist to create innovative products? If so this could be the role for you!You will be integrating the data, including the full process of cleansing, collecting, storing, processing, and analysing large amounts of data. Uploading it via Google Cloud Platform so that it is fully available for the Data Scientists to analyse. Working with their tech stack, getting exposure to R, Java, Python, MySQL and GCP.Experience:Experience in a Data Engineer role ideally working with Big Data.Java experience - at the least have worked in a Java environment and have a strong understanding of it.3 years experience working with Google Cloud Platform or AWS.Strong SQL experience.Ideally have worked with financial datasets but not essential.If you are looking to join a growing, multi-cultural and tech forward company who like to work hard during the day but take time to enjoy each others company after the day ends then apply today and I will be in touch."	"London, UK"	"IT"	NA	"£70k - £80k per annum + benefits"	"Gravitas Recruitment Group Ltd"	"Tim Bunn "	"JS-BBBH54988"	"28/11/2018 11:12:04"	"http://www.jobserve.com/GkXKK"	NA	NA	NA
